         25700 function calls (25566 primitive calls) in 0.041 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <class 'networkx.utils.decorators.argmap'> compilation 45:1(<module>)
        1    0.000    0.000    0.000    0.000 <class 'networkx.utils.decorators.argmap'> compilation 25:1(<module>)
        1    0.000    0.000    0.000    0.000 <class 'networkx.utils.decorators.argmap'> compilation 37:1(<module>)
        1    0.000    0.000    0.000    0.000 <class 'networkx.utils.decorators.argmap'> compilation 9:1(<module>)
        1    0.000    0.000    0.000    0.000 <class 'networkx.utils.decorators.argmap'> compilation 4:1(<module>)
        1    0.000    0.000    0.000    0.000 <class 'networkx.utils.decorators.argmap'> compilation 19:1(<module>)
        1    0.000    0.000    0.000    0.000 <class 'networkx.utils.decorators.argmap'> compilation 50:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:388(__subclasshook__)
       50    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
      448    0.001    0.000    0.005    0.000 <frozen _collections_abc>:892(__iter__)
       50    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
       10    0.000    0.000    0.000    0.000 <frozen _collections_abc>:309(__subclasshook__)
     12/2    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       27    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       11    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFEAF9B98B0}
       27    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
     12/2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       39    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
      190    0.000    0.000    0.000    0.000 {built-in method math.isnan}
      190    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
       31    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
     4723    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
       42    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      152    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       87    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      773    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       25    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       31    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      110    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      942    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       21    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      115    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        5    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       56    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      112    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       33    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       56    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       32    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       11    0.003    0.000    0.003    0.000 {built-in method builtins.compile}
       11    0.000    0.000    0.000    0.000 {built-in method builtins.exec}
      333    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
       81    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
      100    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      508    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
  187/185    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
  320/304    0.000    0.000    0.003    0.000 {built-in method builtins.len}
        2    0.000    0.000    0.002    0.001 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       46    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       20    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
    85/73    0.000    0.000    0.004    0.000 {built-in method builtins.sum}
       10    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


