         13060031 function calls (13036035 primitive calls) in 22.732 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2280    0.008    0.000    0.021    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\indexes\base.py:7688(maybe_extract_name)
      760    0.007    0.000    0.280    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\managers.py:869(take)
      760    0.003    0.000    0.005    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\blocks.py:2645(maybe_coerce_values)
     3800    0.006    0.000    0.006    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\indexes\base.py:6312(_index_as_unique)
     1520    0.003    0.000    0.209    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\indexes\base.py:6679(_maybe_cast_listlike_indexer)
     6840    0.005    0.000    0.017    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\base.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\indexes\range.py:231(_constructor)
     5356    0.002    0.000    0.002    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\indexes\range.py:376(dtype)
      760    0.006    0.000    0.009    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\blocks.py:2716(new_block)
      760    0.001    0.000    0.006    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\managers.py:236(set_axis)
      761    0.003    0.000    0.007    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\blocks.py:253(fill_value)
     1520    0.002    0.000    0.002    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\blocks.py:718(dtype)
      760    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\managers.py:1837(__init__)
      760    0.002    0.000    0.005    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\base.py:86(_validate_set_axis)
      760    0.002    0.000    0.003    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\blocks.py:2674(get_block_type)
     1520    0.001    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\managers.py:913(__init__)
     1520    0.013    0.000    0.023    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\managers.py:180(blknos)
     1520    0.001    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\managers.py:196(blklocs)
     2280    0.019    0.000    0.036    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\base.py:82(shape)
     1520    0.002    0.000    0.003    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\managers.py:241(is_single_block)
     1520    0.008    0.000    0.009    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\managers.py:948(from_blocks)
      760    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\managers.py:1940(_block)
      760    0.008    0.000    0.024    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\managers.py:1863(from_array)
     6842    0.011    0.000    0.013    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\managers.py:1993(dtype)
     1538    0.003    0.000    0.003    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\internals\managers.py:2004(internal_values)
      762    0.003    0.000    0.008    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\series.py:978(__array__)
     1538    0.002    0.000    0.005    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\series.py:831(_values)
      760    0.008    0.000    0.343    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\series.py:6110(_cmp_method)
     1520    0.007    0.000    0.028    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\series.py:784(name)
      760    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\series.py:660(_constructor)
      760    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\series.py:1480(_clear_item_cache)
     2280    0.003    0.000    0.010    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\series.py:734(name)
     6842    0.006    0.000    0.019    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\pandas\core\series.py:707(dtype)
        9    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\ImageFile.py:88(_tilesort)
    10000    0.006    0.000    0.042    0.000 c:\Users\x_mat\Documents\GitHub\travelling-merchant\genetic.py:239(<lambda>)
        1    0.000    0.000    0.005    0.005 c:\Users\x_mat\Documents\GitHub\travelling-merchant\genetic.py:26(initiate_population)
      380    0.007    0.000    0.017    0.000 c:\Users\x_mat\Documents\GitHub\travelling-merchant\genetic.py:33(haversine)
       64    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\cbook.py:1695(safe_isfinite)
      168    0.000    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\cbook.py:2309(_unpack_to_numpy)
    10000    0.156    0.000    0.234    0.000 c:\Users\x_mat\Documents\GitHub\travelling-merchant\genetic.py:242(remove_duplicates)
       42    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\cartopy\crs.py:73(__init__)
    20100    0.030    0.000    0.051    0.000 c:\Users\x_mat\Documents\GitHub\travelling-merchant\genetic.py:81(fitness)
     2732    0.020    0.000    0.021    0.000 c:\Users\x_mat\Documents\GitHub\travelling-merchant\genetic.py:69(calculate_distance)
    10000    0.014    0.000    0.653    0.000 c:\Users\x_mat\Documents\GitHub\travelling-merchant\genetic.py:140(crossover)
        9    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\Image.py:315(preinit)
        3    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\transforms.py:482(anchored)
       18    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\__init__.py:344(wrapper)
       46    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\_api\__init__.py:167(check_getitem)
        6    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\colors.py:771(__copy__)
        1    0.000    0.000    0.007    0.007 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\__init__.py:1475(inner)
        2    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\ticker.py:2034(set_params)
        3    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\cm.py:613(norm)
     5000    6.545    0.001   16.455    0.003 c:\Users\x_mat\Documents\GitHub\travelling-merchant\genetic.py:107(tournament_selection)
       35    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\Image.py:527(_new)
      128    0.001    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\cbook.py:1685(_safe_first_finite)
      220    0.003    0.000    0.003    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\cbook.py:1743(normalize_kwargs)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\_api\deprecation.py:379(wrapper)
       88    0.001    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\_api\__init__.py:132(check_shape)
       10    0.000    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\bezier.py:199(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\Image.py:726(tobytes)
        7    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\Image.py:3072(fromarray)
        9    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\PngImagePlugin.py:924(load_read)
        4    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\path.py:319(make_compound_path)
        1    0.000    0.000    0.001    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\cbook.py:1026(_combine_masks)
        2    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\ticker.py:2013(_validate_steps)
       22    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\transforms.py:858(update_from_path)
      223    0.001    0.000    0.002    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\colors.py:268(to_rgba)
       27    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\PngImagePlugin.py:194(crc)
       27    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\ImageFile.py:572(_safe_read)
        2    0.000    0.000    0.001    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\scale.py:103(set_default_locators_and_formatters)
    10000    0.216    0.000    0.639    0.000 c:\Users\x_mat\Documents\GitHub\travelling-merchant\genetic.py:146(order_crossover)
        9    0.000    0.000    0.009    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\Image.py:3225(open)
       10    0.001    0.000    0.009    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\bezier.py:283(axis_aligned_extrema)
       14    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\Image.py:2118(resize)
        1    0.000    0.000    2.626    2.626 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\backend_bases.py:3430(show)
        1    0.000    0.000    0.001    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\_pylab_helpers.py:44(destroy)
        7    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\Image.py:3016(frombuffer)
       11    0.000    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\path.py:347(iter_segments)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\artist.py:1020(_set_alpha_for_array)
      245    0.003    0.000    0.014    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\artist.py:1176(_update_props)
    58/57    0.000    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\transforms.py:1106(get_points)
       97    0.001    0.000    0.002    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\artist.py:180(__init__)
       43    0.001    0.000    0.007    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\text.py:157(_reset_visual_defaults)
        3    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\collections.py:860(_set_mappable_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\markers.py:520(_set_circle)
        9    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\collections.py:799(_set_edgecolor)
       16    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\transforms.py:2043(scale)
       86    0.001    0.000    0.004    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\transforms.py:2452(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\collections.py:216(get_offset_transform)
       38    0.000    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\lines.py:1138(set_linestyle)
       48    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\lines.py:33(_get_dash_pattern)
        6    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\transforms.py:1719(set)
        3    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\collections.py:591(set_linestyle)
       20    0.000    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\colors.py:409(to_rgba_array)
        1    0.000    0.000    0.001    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\figure.py:2398(__init__)
       45    0.000    0.000    0.005    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\font_manager.py:1303(_find_fonts_by_props)
       26    0.001    0.000    0.004    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\lines.py:666(recache)
        9    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\PngImagePlugin.py:957(load_end)
       32    0.001    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\transforms.py:2817(nonsingular)
        9    0.000    0.000    0.002    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\Image.py:3292(_open_core)
        2    0.000    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\ticker.py:425(__init__)
       22    0.000    0.000    0.003    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\transforms.py:1418(__sub__)
       63    0.000    0.000    0.041    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\transforms.py:2746(_revalidate)
       68    0.000    0.000    0.012    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\transforms.py:2411(transform_non_affine)
       46    0.000    0.000    0.036    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\transforms.py:2421(transform_path_non_affine)
        9    0.000    0.000    0.002    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\PIL\PngImagePlugin.py:704(_open)
        3    0.000    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\collections.py:894(update_scalarmappable)
       51    0.000    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\markers.py:306(_set_marker)
       88    0.001    0.000    0.003    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\path.py:99(__init__)
        7    0.000    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\patches.py:48(__init__)
        3    0.000    0.000    0.004    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\collections.py:236(get_datalim)
        4    0.000    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\spines.py:432(linear_spine)
        7    0.000    0.000    0.023    0.003 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\backends\_backend_tk.py:806(_Button)
       84    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\font_manager.py:814(set_size)
        8    0.000    0.000    0.013    0.002 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axis.py:944(set_tick_params)
        3    0.000    0.000    0.002    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\patches.py:530(_draw_paths_with_artist_properties)
        6    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\collections.py:677(_bcast_lwls)
        2    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\pyplot.py:439(_warn_if_gui_out_of_main_thread)
       43    0.000    0.000    0.002    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\font_manager.py:595(__init__)
        3    0.000    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\collections.py:310(_prepare_points)
       20    0.000    0.000    0.060    0.003 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axes\_base.py:2300(add_line)
        3    0.000    0.000    0.007    0.002 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axis.py:469(__init__)
        3    0.000    0.000    0.008    0.003 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axis.py:412(__init__)
        3    0.000    0.000    0.005    0.002 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axes\_base.py:1857(get_data_ratio)
      134    0.000    0.000    0.002    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axis.py:1758(convert_units)
        3    0.000    0.000    0.029    0.010 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\collections.py:346(draw)
        3    0.000    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\collections.py:77(__init__)
       37    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\backend_bases.py:2924(_update_cursor)
        1    0.000    0.000    0.027    0.027 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\backend_bases.py:2645(__init__)
        2    0.000    0.000    0.002    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axis.py:882(clear)
        3    0.000    0.000    0.010    0.003 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\text.py:915(get_window_extent)
       38    0.002    0.000    0.012    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\lines.py:287(__init__)
       20    0.001    0.000    0.009    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\lines.py:738(draw)
       37    0.001    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\backend_bases.py:1580(_mouse_handler)
        2    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\backend_bases.py:2941(_wait_cursor_for_draw_cm)
      2/1    0.000    0.000    0.335    0.335 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\image.py:114(_draw_list_compositing_images)
       47    0.001    0.000    0.002    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\backend_bases.py:766(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\backend_bases.py:1719(__init__)
       40    0.000    0.000    0.004    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\text.py:194(update)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\figure.py:186(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\gridspec.py:412(get_subplot_params)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\figure.py:2611(set_layout_engine)
       37    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\backend_bases.py:2963(_mouse_event_to_message)
       22    0.002    0.000    0.027    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\text.py:358(_get_layout)
        1    0.000    0.000    0.002    0.002 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axes\_base.py:810(_init_axis)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axes\_base.py:1611(set_aspect)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\backend_bases.py:2856(__init__)
    96/68    0.001    0.000    0.008    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axes\_base.py:833(_unstale_viewLim)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\patches.py:746(get_patch_transform)
       43    0.000    0.000    0.002    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axes\_base.py:2516(_process_unit_info)
        2    0.000    0.000    0.001    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axes\_base.py:3316(tick_params)
        8    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axis.py:1043(_translate_tick_params)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\figure.py:1693(_process_projection_requirements)
       41    0.002    0.000    0.038    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\backend_bases.py:1365(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\figure.py:3005(set_size_inches)
       89    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\spines.py:565(__getitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axis.py:1379(draw)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\figure.py:977(clear)
        1    0.000    0.000    0.333    0.333 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axes\_base.py:3005(draw)
    28/24    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\spines.py:339(get_spine_transform)
        6    0.000    0.000    0.011    0.002 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axis.py:65(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axes\_base.py:819(set_figure)
       22    0.001    0.000    0.009    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axis.py:1189(_set_lim)
        4    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\spines.py:234(_adjust_location)
      5/4    0.001    0.000    0.011    0.003 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axes\_base.py:2815(autoscale_view)
     10/8    0.001    0.000    0.009    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axes\_base.py:2874(handle_single_axis)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axis.py:1320(get_tightbbox)
        1    0.000    0.000    0.031    0.031 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\figure.py:658(add_subplot)
        4    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axis.py:1867(_set_formatter)
        2    0.000    0.000    0.001    0.001 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axis.py:647(__init__)
        5    0.000    0.000    0.001    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\spines.py:35(__init__)
        1    0.000    0.000    0.005    0.005 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\figure.py:215(_get_draw_artists)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axes\_base.py:873(_set_lim_and_transforms)
   128/64    0.001    0.000    0.003    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\units.py:164(get_converter)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\gridspec.py:561(_from_subplot_args)
        1    0.000    0.000    0.343    0.343 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\figure.py:3134(draw)
        1    0.000    0.000    0.000    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\gridspec.py:144(get_grid_positions)
       40    0.000    0.000    0.012    0.000 C:\Users\x_mat\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\axes\_base.py:233(__call__)
